"id","prob_A","prob_B","prob_C","prob_D","prob_E"
1,0.178311499272198,0.431586608442504,0.251091703056769,0.101892285298399,0.037117903930131
2,0.0185909980430528,0.0831702544031311,0.226027397260274,0.409980430528376,0.262230919765166
3,0.178311499272198,0.431586608442504,0.251091703056769,0.101892285298399,0.037117903930131
4,0.178311499272198,0.431586608442504,0.251091703056769,0.101892285298399,0.037117903930131
5,0.178311499272198,0.431586608442504,0.251091703056769,0.101892285298399,0.037117903930131
6,0.178311499272198,0.431586608442504,0.251091703056769,0.101892285298399,0.037117903930131
7,0.0571428571428571,0.0285714285714286,0.171428571428571,0.4,0.342857142857143
8,0.178311499272198,0.431586608442504,0.251091703056769,0.101892285298399,0.037117903930131
9,0.178311499272198,0.431586608442504,0.251091703056769,0.101892285298399,0.037117903930131
10,0.0185909980430528,0.0831702544031311,0.226027397260274,0.409980430528376,0.262230919765166
11,0.699115044247788,0.194690265486726,0.0796460176991151,0.0088495575221239,0.0176991150442478
12,0.00678733031674208,0.00452488687782805,0.00904977375565611,0.183257918552036,0.796380090497738
13,0.388362652232747,0.404600811907984,0.112313937753721,0.0581867388362652,0.0365358592692828
14,0.00678733031674208,0.00452488687782805,0.00904977375565611,0.183257918552036,0.796380090497738
15,0.00678733031674208,0.00452488687782805,0.00904977375565611,0.183257918552036,0.796380090497738
16,0.0224719101123595,0.101123595505618,0.157303370786517,0.224719101123596,0.49438202247191
17,0.0224719101123595,0.101123595505618,0.157303370786517,0.224719101123596,0.49438202247191
18,0.388362652232747,0.404600811907984,0.112313937753721,0.0581867388362652,0.0365358592692828
19,0.0650887573964497,0.193047337278106,0.369822485207101,0.273668639053254,0.0983727810650888
20,0.0650887573964497,0.193047337278106,0.369822485207101,0.273668639053254,0.0983727810650888
21,0.0185909980430528,0.0831702544031311,0.226027397260274,0.409980430528376,0.262230919765166
22,0.0650887573964497,0.193047337278106,0.369822485207101,0.273668639053254,0.0983727810650888
23,0.00386100386100386,0.00386100386100386,0.142857142857143,0.594594594594595,0.254826254826255
24,0.0650887573964497,0.193047337278106,0.369822485207101,0.273668639053254,0.0983727810650888
25,0.388362652232747,0.404600811907984,0.112313937753721,0.0581867388362652,0.0365358592692828
26,0.0650887573964497,0.193047337278106,0.369822485207101,0.273668639053254,0.0983727810650888
