"id","kissed"
1,0.690289676322544
2,0.690289676322544
3,0.690289676322544
4,0.690289676322544
5,0.690289676322544
6,0.690289676322544
7,0.690289676322544
8,0.690289676322544
9,0.690289676322544
10,0.690289676322544
11,0.690289676322544
12,0.690289676322544
13,0.690289676322544
14,0.690289676322544
15,0.690289676322544
16,0.690289676322544
17,0.690289676322544
18,0.690289676322544
19,0.690289676322544
20,0.690289676322544
21,0.690289676322544
22,0.690289676322544
23,0.690289676322544
24,0.690289676322544
25,0.690289676322544
26,0.690289676322544
27,0.690289676322544
28,0.690289676322544
29,0.690289676322544
30,0.690289676322544
31,0.690289676322544
32,0.690289676322544
33,0.690289676322544
34,0.690289676322544
35,0.690289676322544
36,0.690289676322544
37,0.690289676322544
38,0.690289676322544
39,0.690289676322544
40,0.690289676322544
41,0.690289676322544
42,0.690289676322544
43,0.690289676322544
44,0.690289676322544
45,0.690289676322544
46,0.690289676322544
47,0.690289676322544
48,0.690289676322544
49,0.690289676322544
50,0.690289676322544
51,0.690289676322544
52,0.690289676322544
53,0.690289676322544
54,0.690289676322544
55,0.690289676322544
56,0.690289676322544
57,0.690289676322544
58,0.690289676322544
59,0.690289676322544
60,0.690289676322544
61,0.690289676322544
62,0.690289676322544
63,0.690289676322544
64,0.690289676322544
65,0.690289676322544
66,0.690289676322544
67,0.690289676322544
68,0.690289676322544
69,0.690289676322544
70,0.690289676322544
71,0.690289676322544
72,0.690289676322544
73,0.690289676322544
74,0.690289676322544
75,0.690289676322544
76,0.690289676322544
77,0.690289676322544
78,0.690289676322544
79,0.690289676322544
80,0.690289676322544
81,0.690289676322544
82,0.690289676322544
83,0.690289676322544
84,0.690289676322544
85,0.690289676322544
86,0.690289676322544
87,0.690289676322544
88,0.690289676322544
89,0.690289676322544
90,0.690289676322544
91,0.690289676322544
92,0.690289676322544
93,0.690289676322544
94,0.690289676322544
95,0.690289676322544
96,0.690289676322544
97,0.690289676322544
98,0.690289676322544
99,0.690289676322544
100,0.690289676322544
101,0.690289676322544
102,0.690289676322544
103,0.690289676322544
104,0.690289676322544
105,0.690289676322544
106,0.690289676322544
107,0.690289676322544
108,0.690289676322544
109,0.690289676322544
110,0.690289676322544
111,0.690289676322544
112,0.690289676322544
113,0.690289676322544
114,0.690289676322544
115,0.690289676322544
116,0.690289676322544
117,0.690289676322544
118,0.690289676322544
119,0.690289676322544
120,0.690289676322544
121,0.690289676322544
122,0.690289676322544
123,0.690289676322544
124,0.690289676322544
125,0.690289676322544
126,0.690289676322544
127,0.690289676322544
128,0.690289676322544
129,0.690289676322544
130,0.690289676322544
131,0.690289676322544
132,0.690289676322544
133,0.690289676322544
134,0.690289676322544
135,0.690289676322544
136,0.690289676322544
137,0.690289676322544
138,0.690289676322544
139,0.690289676322544
140,0.690289676322544
141,0.690289676322544
142,0.690289676322544
143,0.690289676322544
144,0.690289676322544
145,0.690289676322544
146,0.690289676322544
147,0.690289676322544
148,0.690289676322544
149,0.690289676322544
150,0.690289676322544
151,0.690289676322544
152,0.690289676322544
153,0.690289676322544
154,0.690289676322544
155,0.690289676322544
156,0.690289676322544
157,0.690289676322544
158,0.690289676322544
159,0.690289676322544
160,0.690289676322544
161,0.690289676322544
162,0.690289676322544
163,0.690289676322544
164,0.690289676322544
165,0.690289676322544
166,0.690289676322544
167,0.690289676322544
168,0.690289676322544
169,0.690289676322544
170,0.690289676322544
171,0.690289676322544
172,0.690289676322544
173,0.690289676322544
174,0.690289676322544
175,0.690289676322544
176,0.690289676322544
177,0.690289676322544
178,0.690289676322544
179,0.690289676322544
180,0.690289676322544
181,0.690289676322544
182,0.690289676322544
183,0.690289676322544
184,0.690289676322544
185,0.690289676322544
186,0.690289676322544
187,0.690289676322544
188,0.690289676322544
189,0.690289676322544
190,0.690289676322544
191,0.690289676322544
192,0.690289676322544
193,0.690289676322544
194,0.690289676322544
195,0.690289676322544
196,0.690289676322544
197,0.690289676322544
198,0.690289676322544
199,0.690289676322544
200,0.690289676322544
201,0.690289676322544
202,0.690289676322544
203,0.690289676322544
204,0.690289676322544
205,0.690289676322544
206,0.690289676322544
207,0.690289676322544
208,0.690289676322544
209,0.690289676322544
210,0.690289676322544
211,0.690289676322544
212,0.690289676322544
213,0.690289676322544
214,0.690289676322544
