"id","prob_A","prob_B","prob_C","prob_D","prob_E"
1,0.0520925428518317,0.339375820796867,0.251037666637312,0.323048385075441,0.0344455846385478
2,0.00307225861707233,0.0208331240698351,0.215121039408856,0.313617290397556,0.447356287506681
3,0.0911489635072841,0.469987846874922,0.265461034708487,0.129314176887667,0.0440879780216407
4,0.388440507107014,0.47538084487617,0.0756995015656732,0.0417167310032724,0.0187624154478718
5,0.0898996736861613,0.600051811865085,0.17348930275139,0.135357517320444,0.00120169437691954
6,0.0574152890259425,0.508680661746104,0.357967698089724,0.0744806040604592,0.00145574707777105
7,0.123528052261748,0.241458401039379,0.307133949484493,0.204815061066148,0.123064536148232
8,0.203934721262651,0.549350459639877,0.184453386520522,0.0585483644695847,0.00371306810736502
9,0.109729146683034,0.250508451092312,0.423773835562099,0.193373143007283,0.0226154236552711
10,0.000265510432147332,0.0835864974667622,0.072843261698562,0.812466471340281,0.0308382590622493
11,0.516376140867011,0.291071310630342,0.148115226887064,0.0297435986718596,0.0146937229437229
12,0.000576226551226551,5.68181818181818e-05,0.0131674857113536,0.137459806756257,0.848739662799346
13,0.449970377568161,0.140619628579669,0.160884565603948,0.212496009056303,0.0360294191919192
14,0.00114358727021771,0.00148499814749815,0.00256655674590457,0.0420586948199944,0.952746163016386
15,0.000291666666666667,0.000166666666666667,0.00711249837842513,0.0672303585309232,0.925198809757318
16,0.0404548207677963,0.102688452503812,0.255243797686013,0.263579225627086,0.338033703415292
17,0.0528002351151265,0.0800131417187567,0.0986727740299365,0.307330411479347,0.461183437656834
18,0.328049286987522,0.351804013878278,0.11368051948052,0.12911516955267,0.0773510101010101
19,0.0837773682631465,0.071204294578768,0.231801218635675,0.309398543626772,0.303818574895639
20,0.00158929212323309,0.030808537857411,0.352011537620935,0.613751422635667,0.00183920976275409
21,0.000961401293638136,0.0204557933825429,0.145242099712555,0.14604193261181,0.687298772999454
22,0.0227295018836055,0.18807345610907,0.60778731007845,0.159523558656479,0.021886173272396
23,0.0038744245290392,0.00638101877666194,0.211573925742902,0.760840605908823,0.0173300250425738
24,0.0160694654997485,0.0201136321311914,0.200142867077272,0.19326972596752,0.570404309324268
25,0.0744719315610007,0.744465049085182,0.135499162946924,0.010251109813725,0.0353127465931692
26,0.0319265332253778,0.0904726962673166,0.526660245087541,0.324303213523859,0.0266373118959056
27,0.00118432121323632,0.0178593263363874,0.0793862797668985,0.299157278381439,0.602412794302039
28,0.0341111321909862,0.165952089422831,0.390374026241302,0.37016188474814,0.0394008673967408
29,0.000578991841491841,0.00894604826645681,0.198248959245792,0.631329941691488,0.160896058954773
30,0.0587504633031176,0.252106557848779,0.538188550349747,0.102290245245522,0.0486641832528341
31,0.754874935944037,0.134577576458172,0.102282563767668,0.00623259529264747,0.0020323285374756
32,0.0204022887532877,0.0346564763763214,0.181584859441783,0.522323453183331,0.241032922245278
33,0.00684771848888125,0.105503922991447,0.177018126873159,0.269266172619057,0.441364059027457
34,0.0809574338711031,0.101145555805012,0.719061997713598,0.0874158736675875,0.0114191389427018
35,0.405588529428181,0.438629067556262,0.0917742887785309,0.0174474079206024,0.0465607063164235
36,0.759699827151163,0.196601013493174,0.032738475942166,0.00911923614314999,0.00184144727034682
37,0.103615807682505,0.302274936906636,0.32153757890064,0.084182645762456,0.188389030747763
38,0.00517644322927342,0.03517181513769,0.135130843628417,0.140978670599604,0.683542227405017
39,0.220700834552568,0.528891298786281,0.208893255451158,0.0393426096089257,0.00217200160106695
40,0.00125956875045858,0.0062728802941531,0.0271492871853549,0.235411883597272,0.729906380172763
41,0.0372675892734797,0.412582692819653,0.446951942032989,0.0799497711580796,0.0232480047157994
42,0.135202654348611,0.291488504733028,0.449065759713248,0.112154669436008,0.0120884117691037
43,0.000400054112554113,0.00256777162231708,0.083980771714981,0.717507897748617,0.195543504801532
44,0.0155897418461924,0.147556517521781,0.430544074440499,0.311184155951308,0.095125510240219
45,0.120104912749238,0.461994694036717,0.274991867472345,0.115721418462648,0.0271871072790505
46,0.0178513389437837,0.000284350600600601,0.00181233721416124,0.129247066969737,0.850804906271719
47,0.0939908339722809,0.458643413767299,0.382270212976934,0.0578092132226671,0.00728632606081896
48,0.526338881095935,0.423670571712881,0.0428935636672444,0.00627000293823684,0.000826980585701641
49,0.0550900207829396,0.208280740006718,0.519128672211953,0.152702651771874,0.064797915226515
50,0.620968660120746,0.231529924951645,0.0574227122493558,0.0551069133925147,0.0349717892857383
51,0.601589949700376,0.33325820287804,0.0427551672742463,0.00895378692944482,0.0134428932178932
52,0.108226809402492,0.390759493414753,0.341027016839572,0.146829279937681,0.0131574004055017
53,0.00493547754072994,0.0258648175033472,0.309056148980687,0.568614523932585,0.0915290320426511
54,0.0067434628156144,0.0769563583019582,0.181355584752901,0.317458940244912,0.417485653884615
55,0.0340960033005786,0.172269492036603,0.489995022782931,0.19130436202329,0.112335119856596
56,0.173798510948245,0.446891533075128,0.226130501624195,0.102518284992081,0.0506611693603493
57,0.0254136689561692,0.0275309039191193,0.143348851647918,0.509494908955827,0.294211666520966
58,0.281345368004924,0.591827214351773,0.0919997089216179,0.00583891140683779,0.0289887973148477
59,0.496496428912893,0.453788565269286,0.0409442472313633,0.00790151031398874,0.000869248272469219
60,0.211528872561667,0.598580927112129,0.127546532802524,0.0434894402453749,0.0188542272783048
61,0.288618137219341,0.29142504517946,0.326348835960526,0.0642928883243781,0.0293150933162947
62,0.00523636765694859,0.0645451554525096,0.160636796951013,0.510556175622888,0.259025504316641
63,0.0155559911393316,0.118619723703817,0.235792441567789,0.546373563465445,0.0836582801236186
64,0.00665904506101618,0.0367251324263269,0.18081806007092,0.323206381605194,0.452591380836542
65,0.0849638725107467,0.172085357171951,0.657306822263452,0.079474633971143,0.0061693140827069
66,0.00305781986820049,0.00483994516433812,0.0869089288137643,0.589933708254822,0.315259597898874
67,0.157937197866405,0.428598885053075,0.344977606127967,0.0128059085794819,0.0556804023730707
68,0.0694701869870249,0.0985338357949005,0.454598402749615,0.348785792944961,0.0286117815234991
69,0.0352709126910479,0.0552313939316568,0.0570573332462334,0.48048860247265,0.371951757658413
70,0.0910896077992217,0.31283511760702,0.351937195747663,0.211106538302611,0.0330315405434842
71,0.0107641439788724,0.0114955250495692,0.0582912634824553,0.617525169704291,0.301923897784813
72,0.0194510335181388,0.0140443292403819,0.00251412873912874,0.0873581341252395,0.876632374377112
73,0.0117739066793984,0.015009870501176,0.212714888900012,0.721451010564147,0.0390503233552674
74,0.00208658115824555,0.00627173735272722,0.0138916935815405,0.115864296947739,0.861885690959749
75,0.0396478200479688,0.17932619587128,0.234540198122235,0.462507654556703,0.0839781314018131
76,0.00069668458781362,0.00471674209628755,0.101053747183179,0.495182498594401,0.398350327538321
77,0.00149262232026165,0.00266976304313627,0.315834539353852,0.537044749761957,0.142958325520793
78,0.02121309111433,0.0876053258872534,0.0623325913321175,0.118759589720541,0.710089401945759
79,0.047580877323897,0.240429213045893,0.154672723410602,0.469941419832619,0.0873757663869886
80,0.0877481260950182,0.0430007614713377,0.169128525535263,0.317935359128167,0.382187227770214
81,0.148828732345396,0.215169056636293,0.285522713662467,0.216811417982549,0.133668079373294
82,0.0727429726356606,0.576564705659568,0.233682663266723,0.115965569065348,0.00104408937269942
83,0.739644111213055,0.168457160744534,0.0442145756102151,0.0381839395253752,0.00950021290682071
84,0.155571860671611,0.463660078404917,0.304929866143257,0.0583258251526541,0.0175123696275595
85,0.0163037824599301,0.185520962057303,0.507838832593011,0.23423390302904,0.0561025198607156
86,0.126682733121506,0.174173107607701,0.328393355156971,0.316608172581978,0.0541426315318444
87,0.24553544483931,0.475285603769464,0.186046912488445,0.0656272210130847,0.0275048178896963
88,0.00436817516832931,0.00318340587843415,0.0318583743995961,0.0789904971039268,0.881599547449714
89,0.632815610658495,0.296935437296202,0.0522301656236027,0.0149644122354884,0.00305437418621187
90,0.0326373316498317,0.0696296711792983,0.231203439472347,0.553262144466301,0.113267413232223
91,0.00358284880364363,0.0549396196131897,0.0514532157488792,0.220663986169194,0.669360329665094
92,1e-04,0.00195968614718615,0.0630608991047025,0.530027061581529,0.404852353166583
93,0.0222808576036421,0.174188305597909,0.362337180895454,0.429552843130997,0.0116408127719984
94,0.00094168125781029,0.00840589343452247,0.0343355290766581,0.156211572164395,0.800105324066616
95,0.0146145751270518,0.141526135244071,0.0290921831607705,0.539913931297371,0.274853175170734
96,0.0776516429083195,0.298829681581578,0.29128784090335,0.311599243395736,0.0206315912110161
97,0.201608132146254,0.592608210477936,0.15247846789138,0.050400534214651,0.00290465526977958
98,0.0498137830755436,0.221471401323499,0.415781138985943,0.194197069885795,0.118736606729219
99,0.0248069009718793,0.13479893626564,0.549732455128312,0.279005454475024,0.0116562531591444
100,0.030907570061647,0.35879649578103,0.538578036659442,0.0671770813303371,0.00454081616754393
101,0.174395197694413,0.331159764127652,0.264949971061692,0.187377017166972,0.0421180499492705
102,0.0717494125665466,0.369737875430141,0.470478566626593,0.0293220161723129,0.0587121292044071
103,0.00122992649406375,0.0318294306031239,0.0711163637952819,0.156529280545946,0.739294998561586
104,0.135054756678256,0.480497915129267,0.306534285252849,0.0768795051810908,0.00103353775853776
105,0.0967740278886654,0.698298543863622,0.156020982494404,0.0413737022209227,0.00753274353238654
106,0.00394966551972077,0.0373701677463122,0.793823362532567,0.163570966618269,0.00128583758313306
107,0.0384953566300086,0.194994033950212,0.561031833261828,0.173612734083778,0.0318660420741737
108,0.326929127552086,0.533661938389186,0.110628543616762,0.016758866659841,0.012021523782125
109,0.00305676860464923,0.0184188979486,0.0520061838770594,0.283548897400271,0.64296925216942
110,0.0111145719138548,0.00234452359163763,0.0282760098434069,0.399457426937353,0.558807467713747
111,0.00924706965590265,0.00225098865331334,0.00696263057268731,0.202682766340978,0.778856544777119
112,0.0396713747822508,0.868698609667713,0.045725468569018,0.0233573919121502,0.0225471550688687
113,0.598102287148784,0.258619699691771,0.130595984410282,0.0113459391782362,0.00133608957092717
114,0.40799279420772,0.523187531299069,0.0449076591650638,0.017691466954317,0.00622054837383062
115,0.216042176916553,0.684850448146669,0.0725134720628231,0.0218161521524543,0.00477775072150072
116,0.00720736935049814,0.0377807515621884,0.499140207207745,0.374268725189997,0.0816029466895705
117,0.284739502903886,0.593406452749799,0.0992732146261089,0.0186128374718194,0.00396799224838686
118,0.19908068848197,0.249539174848656,0.184567124687455,0.241482658820975,0.125330353160944
119,0.0836714748077508,0.417808053119118,0.357671186200532,0.13983373078668,0.0010155550859184
120,0.0094586208161097,0.0277494685724366,0.0734014876854005,0.288908459861004,0.600481963065049
121,0.171212213162368,0.720281376892309,0.0985506028708162,0.00545497472846294,0.00450083234604558
122,0.00598396976057243,0.105446667672691,0.20272642488776,0.67991836783486,0.00592456984411772
123,0.0029096731971732,0.00544788128538128,0.0140552823266059,0.0746168548499431,0.902970308340896
124,0.0203022665196168,0.207600868547784,0.680802098328205,0.00907280390866387,0.0822219626957307
125,0.00230076211114273,0.00901238640458841,0.0386571840263354,0.233545761934205,0.716483905523729
126,0.154851404329876,0.47007445225428,0.30963388065644,0.0107308321471297,0.0547094306122734
127,0.0308362915634739,0.135505899233923,0.365315107107593,0.41874896557786,0.0495937365171494
128,0.00425143298278601,0.00591617064663903,0.267157752511754,0.656172242992496,0.0665024008663248
129,0.0587576544949361,0.643590155321549,0.190868502612633,0.0674201614576912,0.0393635261131915
130,0.00309454686654145,0.0423840084109103,0.0471127949219541,0.270879775726825,0.636528874073769
131,0.149175843344887,0.721494195590553,0.118697547988529,0.010141906718708,0.000490506357323594
132,0.0118670420788425,0.195297683522585,0.30621025685221,0.397865857470639,0.0887591600757225
133,0.0757837808182752,0.0957253354504966,0.402717255554931,0.344162879258487,0.0816107489178102
134,0.0226157980021437,0.26949474853503,0.260822284508912,0.179933917911828,0.267133251042086
135,0.301261028409237,0.545696087520057,0.118760525095431,0.0126313976757984,0.021650961299476
136,0.0424187276942032,0.113782173548849,0.251235316255164,0.274834915040012,0.317728867461771
137,0.00236986944299251,0.057513667222235,0.0875195293256683,0.488633165755794,0.36396376825331
138,0.245912946522382,0.502314213130522,0.195788529998531,0.0496048251630734,0.00637948518549019
139,0.522029398795794,0.362750923020495,0.108964474215366,0.0053294624213829,0.000925741546962602
140,0.0908385741629433,0.158025538317304,0.468154442092352,0.263859489096397,0.019121956331002
141,0.00298536367098674,0.0764046366249712,0.0539395037422377,0.21677567058401,0.649894825377795
142,0.698311962535492,0.250922509432905,0.0195439956964773,0.0290205906206979,0.00220094171442833
143,0.0556333105624643,0.114884370888209,0.236478964744167,0.23598666792062,0.357016685884539
144,0.144887322774179,0.284883781440619,0.47057515941755,0.0951987055707654,0.00445503079688582
145,0.0533651267663496,0.0252072561119436,0.0460838831708945,0.290560092847544,0.584783641103268
146,0.11098982843174,0.327066346359046,0.459951454445735,0.0944251807504487,0.00756719001303125
147,0.0880433293409747,0.521997769888524,0.309516989867409,0.0775326276582072,0.00290928324488451
148,0.0207799827778355,0.790562887455601,0.0719770472507296,0.0911108540269962,0.0255692284888375
149,0.00286582698910285,0.0397414997376545,0.180264239618155,0.17072988018646,0.606398553468629
150,0.0909713802122209,0.363235179380007,0.260432956100413,0.152432359307359,0.132928125
151,0.00416021406215068,0.0370866586631305,0.116891821960863,0.716927483539594,0.124933821774263
152,0.0521768598455956,0.0272737250322777,0.0223359307359307,0.251548577017313,0.646664907368883
153,0.00865184373172246,0.142359925849504,0.668580911834738,0.148460373200492,0.0319469453835444
154,0.00746753872982562,0.0124947022536536,0.0578508170163872,0.238171477858268,0.684015464141866
155,0.0163303469740848,0.0132631184429582,0.189609408117447,0.45210274673888,0.328694379726631
156,0.0143178826979751,0.13113501318847,0.614022685198642,0.16784443202916,0.072679986885753
157,0.0316868257669386,0.204765650480467,0.273001692698483,0.332343667242778,0.158202163811333
158,0.128651662915237,0.281971139764335,0.507039977901741,0.0804505028273503,0.00188671659133606
159,0.10998290667876,0.520475934430381,0.194198344479557,0.0956101432436067,0.0797326711676955
160,0.00344207719601555,0.00438914482664483,0.0216341643218575,0.341788358197424,0.628746255458058
161,0.00120150247941443,0.0238394161972679,0.0179215555039614,0.374204462823313,0.582833062996043
162,0.20766652937097,0.0280570136576387,0.171506263519877,0.472904563288489,0.119865630163026
163,0.03003117150312,0.445150275970524,0.401201649005723,0.0901033932291737,0.0335135102914592
164,0.0359910559332323,0.59290628833365,0.29045917180677,0.0727742513266971,0.00786923259965175
165,0.195272558252618,0.59369761006917,0.196045535671437,0.0144473210140722,0.000536974992703582
166,0.822624413910853,0.146877750090486,0.0224944985098484,0.00321959340237821,0.00478374408643396
167,0.00589647224120908,0.0392666625941792,0.107627649316285,0.731724368656825,0.115484847191505
168,0.0416885522086229,0.126072546925212,0.107605793556733,0.378222773782941,0.346410333526491
169,0.0988646994194992,0.208993112008922,0.37572595218293,0.203874733008987,0.112541503379661
170,0.0301414247307553,0.127336086579657,0.749685365202601,0.0794334571796901,0.0134036663072989
171,0.0940547627830693,0.107604459628636,0.311121281783833,0.455410249304211,0.0318092465002505
172,0.0234244454836565,0.173614969012813,0.329300527693358,0.440010588523763,0.0336494692864093
173,0.122077090645881,0.196653799090789,0.364632186007592,0.179901090622735,0.136735833633003
174,0.281293290823661,0.572074483134724,0.128263156897225,0.0111637958532695,0.00720527329112083
