"id","prob_A","prob_B","prob_C","prob_D","prob_E"
1,0.0780323618366644,0.30141143869694,0.308787038022067,0.252874698083789,0.0588944633605388
2,0.00915860570807081,0.0552668766164983,0.261809232723802,0.395970669620762,0.277794615330866
3,0.108302679397202,0.359410789321877,0.334392343946162,0.133429421758643,0.0644647655761166
4,0.314304795126822,0.433164321766054,0.153728362240798,0.0738276393033261,0.0249748815630001
5,0.193135789522875,0.48322583144808,0.252226161666553,0.0661792890805788,0.00523292828191333
6,0.109004761163677,0.440823049635279,0.323195085494136,0.115550991432153,0.0114261122747551
7,0.230031941965607,0.240064934901507,0.257128777988206,0.164784957521381,0.107989387623299
8,0.194848683475089,0.488549010699585,0.214026912216389,0.0878567973868525,0.0147185962220849
9,0.105091970531228,0.273865656297918,0.360165184612247,0.224801110986942,0.0360760775716645
10,0.00791533642287795,0.0728917813794417,0.184846591541543,0.655039489839952,0.0793068008161863
11,0.521876949491286,0.236962064151025,0.165228280424918,0.0542077896370056,0.0217249162957666
12,0.00253181813711727,0.00592272069736017,0.0415616969603201,0.295282701993985,0.654701062211218
13,0.351542600712667,0.182040513402337,0.249341726833924,0.164508504867064,0.0525666541840073
14,0.0073066385649661,0.00488245261184231,0.0138054113259515,0.0784490039150696,0.89555649358217
15,0.00304941935279169,0.00318956332258305,0.0266131376404152,0.170631334335726,0.796516545348484
16,0.0354953572016523,0.12960450199457,0.248618523016353,0.268633190957914,0.317648426829511
17,0.0506005251050126,0.12700434792526,0.168306901639303,0.274460153995724,0.379628071334701
18,0.286069637752186,0.299190104025786,0.16904587841681,0.147415446917337,0.0982789328878814
19,0.0661624900703124,0.141424702265698,0.252822054539406,0.311576331452614,0.22801442167197
20,0.0117877067069364,0.0869521179007044,0.393207324228027,0.463815782875237,0.0442370682890961
21,0.00639363276770425,0.0431119719201829,0.166500251241297,0.310765220519433,0.473228923551383
22,0.0300372070853609,0.178231111261799,0.483046414506382,0.226377428172383,0.0823078389740745
23,0.0074333785853185,0.0276302937010652,0.215165163187436,0.639626062811133,0.110145101715047
24,0.0317945171190022,0.0658320561652951,0.199987235475394,0.257938752790579,0.444447438449731
25,0.197563690053452,0.596643255377293,0.119667495528252,0.036590324793786,0.0495352342472187
26,0.0276904855745203,0.114473228041355,0.428867355951949,0.339632101553346,0.0893368288788297
27,0.00844468707076143,0.033156529388684,0.116573606470724,0.4025452052558,0.43927997181403
28,0.0552865287863643,0.179327115876004,0.338114217534305,0.326187084277318,0.101085053526008
29,0.00360896855838075,0.0187640524686216,0.144317944894043,0.583954401537894,0.249354632541061
30,0.135576567867667,0.347911083116554,0.384171095809328,0.0975419592008743,0.034799294005577
31,0.805424528136713,0.13737510872559,0.0439578267870204,0.00968072189891503,0.00356181445176146
32,0.0342223729014638,0.087267798695604,0.271654305379948,0.357463850590039,0.249391672432946
33,0.0187913078093712,0.0835325183842347,0.190022943439422,0.356518349032714,0.351134881334258
34,0.0503753716624076,0.155704204605081,0.523732627869151,0.210795561408646,0.059392234454715
35,0.301601358167776,0.467688912352779,0.125106002336636,0.047703149322558,0.0579005778202513
36,0.551325681454841,0.284162980814484,0.115343391680842,0.0336091552570795,0.0155587907927537
37,0.109926255416559,0.258964777175793,0.304316915265595,0.163018950106608,0.163773102035445
38,0.0199394955401386,0.0618685138768669,0.15569323846644,0.213968918394689,0.548529833721866
39,0.269144536767558,0.452471639716344,0.225330910648127,0.0443452150535737,0.00870769781439723
40,0.010935751532499,0.0323876363593855,0.101894056100232,0.306891520649148,0.547891035358736
41,0.0861678154476655,0.407261392178016,0.343799116852979,0.108918695014399,0.0538529805069417
42,0.140793453088453,0.346042705720094,0.342505467747026,0.131256113654854,0.039402259789574
43,0.00278709999609952,0.0147209993401795,0.114079271164218,0.613504173817213,0.254908455682291
44,0.019967032230018,0.139572207305602,0.391666113779208,0.337493881528028,0.111300765157145
45,0.104462552442591,0.422015568805238,0.312778416824325,0.141963723639951,0.0187797382878938
46,0.0172749470194728,0.00941174847739143,0.029503314493263,0.151857437012856,0.791952552997017
47,0.119861788197878,0.444868399632381,0.331216547045619,0.0803697604053205,0.0236835047188019
48,0.426495241127677,0.429255663227359,0.113146716321214,0.0253345773265171,0.00576780199723205
49,0.103365477476135,0.282465775022023,0.346245478394455,0.167420263906079,0.100503005201309
50,0.49410236740004,0.26918854013997,0.102414400120522,0.0837772911895087,0.0505174011499595
51,0.342626725175421,0.477957778391516,0.111407854145834,0.037886693263555,0.0301209490236737
52,0.0898707860451693,0.37613252943488,0.294860107842571,0.194773228500147,0.0443633481772334
53,0.00873647390535106,0.0412134271718311,0.217611300701275,0.546200727481715,0.186238070739829
54,0.0177026737429629,0.0822627448380675,0.265181615372249,0.347707888364242,0.287145077682479
55,0.0484085464761069,0.168859760164994,0.331466993103263,0.31150860383606,0.139756096419576
56,0.252301439991408,0.355570087038233,0.238885538420878,0.0879049378523429,0.0653379966971388
