"id","prob_A","prob_B","prob_C","prob_D","prob_E"
1,0,0.466666666666667,0.2,0.266666666666667,0.0666666666666667
2,0,0,0.4,0.466666666666667,0.133333333333333
3,0.2,0.266666666666667,0.333333333333333,0,0.2
4,0.466666666666667,0.4,0.0666666666666667,0.0666666666666667,0
5,0.2,0.4,0.333333333333333,0.0666666666666667,0
6,0.0666666666666667,0.266666666666667,0.466666666666667,0.2,0
7,0.2,0.266666666666667,0.333333333333333,0.133333333333333,0.0666666666666667
8,0.266666666666667,0.4,0.333333333333333,0,0
9,0,0.266666666666667,0.533333333333333,0.2,0
10,0,0.133333333333333,0.266666666666667,0.6,0
11,0.6,0.266666666666667,0.133333333333333,0,0
12,0,0,0,0.266666666666667,0.733333333333333
13,0.266666666666667,0.133333333333333,0.2,0.333333333333333,0.0666666666666667
14,0,0,0,0.0666666666666667,0.933333333333333
15,0,0,0,0.133333333333333,0.866666666666667
16,0,0.133333333333333,0.333333333333333,0.266666666666667,0.266666666666667
17,0,0,0.133333333333333,0.4,0.466666666666667
18,0.2,0.133333333333333,0.2,0.133333333333333,0.333333333333333
19,0.0666666666666667,0.133333333333333,0.266666666666667,0.0666666666666667,0.466666666666667
20,0,0.133333333333333,0.2,0.666666666666667,0
21,0,0,0.333333333333333,0.266666666666667,0.4
22,0,0.2,0.666666666666667,0.133333333333333,0
23,0,0,0.133333333333333,0.733333333333333,0.133333333333333
24,0.0666666666666667,0.133333333333333,0.266666666666667,0.266666666666667,0.266666666666667
25,0.133333333333333,0.666666666666667,0.133333333333333,0,0.0666666666666667
26,0,0.0666666666666667,0.466666666666667,0.266666666666667,0.2
27,0.0666666666666667,0,0.0666666666666667,0.333333333333333,0.533333333333333
28,0,0.133333333333333,0.533333333333333,0.266666666666667,0.0666666666666667
29,0,0.0666666666666667,0.2,0.533333333333333,0.2
30,0.333333333333333,0.266666666666667,0.4,0,0
31,0.866666666666667,0.133333333333333,0,0,0
32,0.0666666666666667,0,0.466666666666667,0.2,0.266666666666667
33,0.0666666666666667,0.133333333333333,0.333333333333333,0.4,0.0666666666666667
34,0,0.266666666666667,0.4,0.266666666666667,0.0666666666666667
35,0.133333333333333,0.666666666666667,0.133333333333333,0,0.0666666666666667
36,0.6,0.133333333333333,0.266666666666667,0,0
37,0.266666666666667,0.4,0.2,0.0666666666666667,0.0666666666666667
38,0,0,0.333333333333333,0.2,0.466666666666667
39,0.6,0.133333333333333,0.133333333333333,0.133333333333333,0
40,0,0,0.0666666666666667,0.333333333333333,0.6
41,0.0666666666666667,0.333333333333333,0.4,0.0666666666666667,0.133333333333333
42,0.333333333333333,0,0.6,0.0666666666666667,0
43,0,0.0666666666666667,0.0666666666666667,0.733333333333333,0.133333333333333
44,0,0.2,0.6,0.2,0
