"id","prob_A","prob_B","prob_C","prob_D","prob_E"
1,0.0407643213027165,0.308814265882773,0.246521514047255,0.3776858637662,0.0262140350010545
2,0.00162543296337446,0.0187505935667762,0.21820580500011,0.333095493039426,0.428322675430313
3,0.0623745849993306,0.567542151574004,0.225928972723729,0.106462458109361,0.0376918325935757
4,0.391071448564496,0.466418613341749,0.0783741353722414,0.0410322985926383,0.0231035041288751
5,0.100571609497336,0.612980937258416,0.176332255482734,0.109589605552145,0.000525592209369954
6,0.0542007881800662,0.522422648707778,0.337390388725073,0.0842630812812349,0.00172309310584819
7,0.129303854560626,0.264358495637581,0.319456529271325,0.190999279838845,0.0958818406916233
8,0.208504815922667,0.542032280972003,0.186482405996204,0.0576641596977197,0.00531633741140597
9,0.0810107057598357,0.220954316370952,0.429027479658298,0.245005187583714,0.0240023106272001
10,0.000507804920173322,0.090410636011822,0.0772991103692552,0.780409002685774,0.051373446012975
11,0.522916090034088,0.274464121612341,0.159964584431711,0.0294988488042535,0.0131563551176061
12,0.00101333333333333,7.27736757148522e-05,0.0157603612294802,0.227569678299802,0.755583853461669
13,0.441390449862755,0.0929887054112076,0.199615945734175,0.241733131342875,0.0242717676489869
14,0.00257778279691323,0.003,0.00280046801329227,0.0455124941096333,0.946109255080161
15,0.00129256525583362,2.40963855421687e-05,0.00616114442650447,0.124486318155244,0.868035875776875
16,0.0233420117698443,0.0848978905672717,0.238494983375013,0.292493812057996,0.360771302229875
17,0.0873663099647533,0.107459895148497,0.108475964511723,0.254214241591766,0.44248358878326
18,0.269825830049632,0.331989154514801,0.120766372257542,0.165244853680672,0.112173789497354
19,0.105240855976353,0.0926643084994455,0.246439215733404,0.300330430058507,0.255325189732291
20,0.002501167422712,0.0403607056252646,0.312805179350983,0.639165249779165,0.00516769782187576
21,0.000221038504922538,0.00872223477458973,0.13936246448123,0.16654103588906,0.685153226350198
22,0.0300415885543492,0.162942439116108,0.63472573402836,0.153619045511289,0.018671192789894
23,0.000607229309425823,0.00607609709835859,0.18224132333718,0.789641543257086,0.0214338069979492
24,0.0204093523169906,0.0337778608408509,0.223502737460887,0.203802229299652,0.51850782008162
25,0.0877558105061816,0.754163578419001,0.124512327542373,0.0097138177985162,0.0238544657339291
26,0.0384081711436469,0.0789882826197319,0.530775789955151,0.311230066128206,0.0405976901532638
27,0.00576908359506321,0.0179530202874808,0.0753077610453405,0.236931628782297,0.664038506289818
28,0.0241141256363212,0.249110390384496,0.408069997400532,0.282428546083643,0.0362769404950078
29,0.0011023021195334,0.00982779531668358,0.238773116755609,0.622973935718289,0.127322850089885
30,0.0675965095133281,0.22597467965588,0.589165233470627,0.0819730357888392,0.0352905415713264
31,0.740368949893578,0.142647198335462,0.113958616036985,0.00265643161773981,0.000368804116235403
32,0.0152423550122837,0.0363282672067269,0.179493504558882,0.475618974165888,0.293316899056218
33,0.00612986324745885,0.0963773327120357,0.146701960616986,0.331135329232048,0.419655514191471
34,0.0800359938006144,0.106256777778588,0.725446100914052,0.0704085422614901,0.0178525852452564
35,0.472829976926617,0.40543123002515,0.0694157288155701,0.0124060843311682,0.0399169799014951
36,0.74901438041513,0.186941093918739,0.0547358077340043,0.0051188476185515,0.00418987031357514
37,0.0686175089627814,0.281234775899465,0.30555094837661,0.0779695328661103,0.266627233895033
