"id","prob_A","prob_B","prob_C","prob_D","prob_E"
1,0.2,0.266666666666667,0.2,0.266666666666667,0.0666666666666667
2,0,0,0.333333333333333,0.466666666666667,0.2
3,0.266666666666667,0.266666666666667,0.333333333333333,0,0.133333333333333
4,0.6,0.333333333333333,0,0.0666666666666667,0
5,0.333333333333333,0.333333333333333,0.266666666666667,0.0666666666666667,0
6,0.0666666666666667,0.333333333333333,0.533333333333333,0.0666666666666667,0
7,0.133333333333333,0.266666666666667,0.4,0.133333333333333,0.0666666666666667
8,0.2,0.466666666666667,0.333333333333333,0,0
9,0.2,0.2,0.4,0.2,0
10,0,0.133333333333333,0.333333333333333,0.466666666666667,0.0666666666666667
11,0.666666666666667,0.2,0.133333333333333,0,0
12,0,0,0.0666666666666667,0.733333333333333,0.2
13,0.0666666666666667,0.2,0.333333333333333,0.2,0.2
14,0,0,0.0666666666666667,0.2,0.733333333333333
15,0,0,0.133333333333333,0.6,0.266666666666667
16,0,0.133333333333333,0.333333333333333,0.266666666666667,0.266666666666667
17,0,0.0666666666666667,0.0666666666666667,0.2,0.666666666666667
18,0.133333333333333,0.133333333333333,0.333333333333333,0.133333333333333,0.266666666666667
19,0.0666666666666667,0.133333333333333,0.133333333333333,0.133333333333333,0.533333333333333
20,0,0.133333333333333,0.133333333333333,0.733333333333333,0
21,0,0,0.4,0.333333333333333,0.266666666666667
22,0,0.266666666666667,0.533333333333333,0.133333333333333,0.0666666666666667
23,0,0,0.0666666666666667,0.6,0.333333333333333
24,0,0.133333333333333,0.266666666666667,0.333333333333333,0.266666666666667
25,0.133333333333333,0.6,0.2,0,0.0666666666666667
26,0.0666666666666667,0.133333333333333,0.4,0.266666666666667,0.133333333333333
27,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.266666666666667,0.533333333333333
28,0,0,0.2,0.4,0.4
29,0,0.0666666666666667,0.266666666666667,0.6,0.0666666666666667
30,0.466666666666667,0.333333333333333,0.2,0,0
31,1,0,0,0,0
32,0.133333333333333,0,0.266666666666667,0.266666666666667,0.333333333333333
33,0.0666666666666667,0.133333333333333,0.133333333333333,0.466666666666667,0.2
34,0,0.2,0.466666666666667,0.333333333333333,0
35,0.133333333333333,0.666666666666667,0.2,0,0
36,0.4,0.133333333333333,0.466666666666667,0,0
37,0.266666666666667,0.2,0.333333333333333,0.0666666666666667,0.133333333333333
38,0,0.0666666666666667,0.2,0.133333333333333,0.6
39,0.733333333333333,0.0666666666666667,0.133333333333333,0.0666666666666667,0
40,0,0,0.0666666666666667,0.333333333333333,0.6
41,0.0666666666666667,0.266666666666667,0.4,0.133333333333333,0.133333333333333
42,0.4,0,0.533333333333333,0.0666666666666667,0
43,0,0,0.0666666666666667,0.8,0.133333333333333
44,0,0.133333333333333,0.6,0.266666666666667,0
45,0.0666666666666667,0.466666666666667,0.333333333333333,0.133333333333333,0
46,0.0666666666666667,0,0,0.2,0.733333333333333
47,0.2,0.4,0.333333333333333,0,0.0666666666666667
48,0.2,0.533333333333333,0.2,0.0666666666666667,0
49,0,0.266666666666667,0.4,0.333333333333333,0
50,0.133333333333333,0.6,0.266666666666667,0,0
51,0.133333333333333,0.6,0.0666666666666667,0.133333333333333,0.0666666666666667
52,0.0666666666666667,0.266666666666667,0.4,0.266666666666667,0
53,0,0,0.533333333333333,0.333333333333333,0.133333333333333
54,0.0666666666666667,0.133333333333333,0.466666666666667,0.333333333333333,0
55,0.0666666666666667,0.2,0.533333333333333,0.2,0
56,0.0666666666666667,0.333333333333333,0.2,0.333333333333333,0.0666666666666667
57,0,0,0.133333333333333,0.6,0.266666666666667
58,0.133333333333333,0.666666666666667,0.0666666666666667,0,0.133333333333333
59,0.2,0.533333333333333,0.266666666666667,0,0
60,0.133333333333333,0.6,0.133333333333333,0.0666666666666667,0.0666666666666667
61,0.0666666666666667,0.466666666666667,0.266666666666667,0.2,0
62,0.0666666666666667,0.0666666666666667,0.533333333333333,0.333333333333333,0
63,0.0666666666666667,0.0666666666666667,0.533333333333333,0.333333333333333,0
64,0,0.2,0.0666666666666667,0.333333333333333,0.4
65,0.2,0.133333333333333,0.666666666666667,0,0
66,0.0666666666666667,0,0.133333333333333,0.4,0.4
67,0.133333333333333,0.4,0.266666666666667,0.0666666666666667,0.133333333333333
68,0,0.0666666666666667,0.133333333333333,0.6,0.2
69,0,0.0666666666666667,0.2,0.466666666666667,0.266666666666667
70,0.0666666666666667,0.4,0.266666666666667,0.266666666666667,0
71,0,0,0.333333333333333,0.4,0.266666666666667
72,0,0,0,0.0666666666666667,0.933333333333333
73,0,0.0666666666666667,0.133333333333333,0.6,0.2
74,0,0,0.0666666666666667,0.4,0.533333333333333
75,0,0.133333333333333,0.133333333333333,0.666666666666667,0.0666666666666667
76,0,0,0.133333333333333,0.266666666666667,0.6
77,0,0,0.266666666666667,0.6,0.133333333333333
78,0,0.2,0,0.4,0.4
79,0.133333333333333,0.533333333333333,0.266666666666667,0.0666666666666667,0
80,0.133333333333333,0.2,0.266666666666667,0.266666666666667,0.133333333333333
81,0.133333333333333,0.266666666666667,0.4,0.2,0
82,0,0.6,0.4,0,0
83,0.2,0.733333333333333,0,0.0666666666666667,0
84,0.0666666666666667,0.2,0.266666666666667,0.466666666666667,0
85,0,0.266666666666667,0.533333333333333,0.2,0
86,0.133333333333333,0.2,0.4,0.2,0.0666666666666667
87,0.266666666666667,0.533333333333333,0.133333333333333,0.0666666666666667,0
88,0,0,0,0.733333333333333,0.266666666666667
89,0.6,0.4,0,0,0
90,0.133333333333333,0.0666666666666667,0.266666666666667,0.266666666666667,0.266666666666667
91,0,0.0666666666666667,0.133333333333333,0.4,0.4
92,0,0,0,0.533333333333333,0.466666666666667
93,0.0666666666666667,0.266666666666667,0.4,0.266666666666667,0
